Unnamed: 0,bmi,gender,name,width,length,height,weight
887,22.3130331283,Male,img_887.bmp,208,218,159,56.4095790516552
888,34.9229226999,Female,img_888.bmp,250,267,160,89.402682111744
889,23.9605702829,Female,img_889.bmp,239,229,159,60.5747177321995
890,33.9023919753,Male,img_890.bmp,256,223,159,85.7086371527559
891,25.7658179012,Male,img_891.bmp,228,228,159,65.1385642360237
892,38.0082179931,Female,img_892.bmp,251,248,160,97.301038062336
893,27.365916955,Female,img_893.bmp,366,337,163,72.7085047577395
894,39.4540816327,Female,img_894.bmp,80,71,154,93.5693000001113
895,35.15,Female,img_895.bmp,97,93,155,84.447875
896,42.5965693918,Female,img_896.bmp,279,277,161,110.414567520485
897,38.8380485632,Female,img_897.bmp,276,297,161,100.672105680671
898,25.4990817264,Female,img_898.bmp,215,218,159,64.4642285125119
899,21.4644168962,Female,img_899.bmp,217,214,159,54.2641923552832
900,40.9012812434,Male,img_900.bmp,208,193,158,102.105958496024
901,31.3035076665,Male,img_901.bmp,231,247,160,80.13697962624
902,40.2665088757,Female,img_902.bmp,292,273,161,104.374817656702
903,32.9453254438,Female,img_903.bmp,319,305,162,86.4617120947087
904,35.5275878906,Female,img_904.bmp,48,44,153,83.1665304931055
905,24.0283203125,Female,img_905.bmp,44,47,153,56.2478950195313
906,28.12,Female,img_906.bmp,232,223,159,71.090172
907,22.4569444444,Female,img_907.bmp,133,135,156,54.6512199998919
908,34.1668319778,Male,img_908.bmp,144,131,156,83.1484023011741
909,24.4048799841,Male,img_909.bmp,111,117,155,58.6327241618003
910,51.3655832703,Female,img_910.bmp,112,105,155,123.405813806896
911,40.5610985135,Female,img_911.bmp,88,80,154,96.1947012346166
912,43.536199599,Male,img_912.bmp,134,121,156,105.949695344126
913,34.7663176654,Male,img_913.bmp,133,137,156,84.6073106705174
914,31.0651855469,Female,img_914.bmp,157,155,157,76.5725758545538
915,28.3190917969,Female,img_915.bmp,153,153,157,69.8037293701788
916,32.5462962963,Male,img_916.bmp,493,474,167,90.7683657407511
917,23.0536265432,Male,img_917.bmp,438,441,166,63.5265733024419
918,32.687067474,Male,img_918.bmp,94,84,154,77.5206492213384
919,26.6057525952,Male,img_919.bmp,90,84,154,63.0982028547763
920,39.0478079746,Male,img_920.bmp,175,171,157,96.2489418765916
921,24.4048799841,Male,img_921.bmp,200,181,158,60.9243423923072
922,40.4423725451,Male,img_922.bmp,352,314,162,106.13696250736
923,29.285855981,Male,img_923.bmp,134,138,156,71.2700591153616
924,31.5278407659,Female,img_924.bmp,87,90,155,75.7456374400748
925,40.2341311134,Female,img_925.bmp,211,189,158,100.440484911492
926,35.1426170972,Male,img_926.bmp,225,222,159,88.8440502834313
927,29.9745851712,Male,img_927.bmp,205,208,158,74.8285544213837
928,46.6350156087,Female,img_928.bmp,168,148,156,113.490973985332
929,27.6120562907,Female,img_929.bmp,51,50,153,64.6370625708996
930,30.3415274911,Male,img_930.bmp,176,155,157,74.7888311128124
931,25.0647401013,Male,img_931.bmp,218,216,159,63.3661694500965
932,40.3466483012,Female,img_932.bmp,204,189,158,100.721372819116
933,24.3693755739,Female,img_933.bmp,227,241,160,62.385601469184
934,30.1792929293,Female,img_934.bmp,92,91,155,72.5057512626433
935,23.4010560147,Female,img_935.bmp,62,63,154,55.4979444444625
936,28.3627322199,Male,img_936.bmp,278,288,161,73.5190381872028
937,22.4263464065,Male,img_937.bmp,238,246,160,57.41144680064
938,33.6351351351,Male,img_938.bmp,127,123,156,81.8544648647794
939,22.8513513514,Male,img_939.bmp,128,126,156,55.6110486487671
940,25.0647401013,Male,img_940.bmp,204,188,158,62.5716171888853
941,21.7667479827,Male,img_941.bmp,141,124,156,52.9715578906987
942,31.0545910494,Male,img_942.bmp,67,69,154,73.649068132757
943,26.9863040123,Male,img_943.bmp,83,88,154,64.0007185955707
944,36.9145137576,Female,img_944.bmp,136,129,156,89.8351606804954
945,28.0550304558,Female,img_945.bmp,199,202,158,70.0365780298591
946,41.6569391847,Female,img_946.bmp,453,462,167,116.17703769221
947,34.9229226999,Female,img_947.bmp,335,325,162,91.6517183336176
948,22.3120117188,Female,img_948.bmp,181,199,158,55.6997060548123
949,29.0223306436,Male,img_949.bmp,26,26,152,67.0531927189734
950,35.723877551,Male,img_950.bmp,150,139,156,86.9376284081136
951,26.8287755102,Male,img_951.bmp,196,207,158,66.9753551836633
952,27.6325683594,Female,img_952.bmp,233,229,159,69.8578960693992
953,21.96875,Female,img_953.bmp,242,229,159,55.539196875
954,34.006987369,Female,img_954.bmp,178,166,157,83.8238231658481
955,27.3945176028,Female,img_955.bmp,166,172,157,67.5247464391417
956,59.6144,Male,img_956.bmp,84,80,154,141.38151104
957,38.7431111111,Male,img_957.bmp,84,87,154,91.8831623110848
958,29.1560570988,Male,img_958.bmp,69,58,153,68.2514140625809
959,25.0877700617,Male,img_959.bmp,67,63,154,59.4981554783277
960,44.7040863177,Female,img_960.bmp,56,51,153,104.647795661104
961,30.5020661157,Female,img_961.bmp,54,58,153,71.4022865702421
962,25.0149219467,Male,img_962.bmp,170,149,156,60.8763140494891
963,20.9802571166,Male,img_963.bmp,271,263,160,53.709458218496
964,32.7722674073,Male,img_964.bmp,451,427,166,90.3072600675559
965,29.9831382662,Male,img_965.bmp,387,400,165,81.6290939297295
966,41.5346679688,Female,img_966.bmp,164,146,156,101.078767968872
967,36.2141113281,Female,img_967.bmp,245,228,159,91.5528948485696
968,32.0789359862,Male,img_968.bmp,180,179,157,79.0713693123844
969,24.4772923875,Male,img_969.bmp,182,180,158,61.105112716155
970,36.3101536911,Female,img_970.bmp,279,263,160,92.953993449216
971,30.9964726631,Female,img_971.bmp,250,243,160,79.350970017536
972,36.3101536911,Female,img_972.bmp,90,81,154,86.1131604938128
973,24.4429327286,Female,img_973.bmp,75,80,154,57.9688592591478
974,40.2341311134,Female,img_974.bmp,554,534,169,114.912701872982
975,33.650364204,Female,img_975.bmp,526,532,169,96.1088052030444
976,33.2781065089,Female,img_976.bmp,100,97,155,79.9506508876322
977,26.6224852071,Female,img_977.bmp,73,71,154,63.1378859171584
978,28.2634693878,Male,img_978.bmp,106,102,155,67.9029852041895
979,25.3940816327,Male,img_979.bmp,113,132,156,61.7990370613387
980,33.2230623819,Male,img_980.bmp,103,96,155,79.8184073725147
981,23.6252888049,Male,img_981.bmp,115,104,155,56.7597563537723
982,40.2341311134,Female,img_982.bmp,295,270,161,104.290891259044
983,27.4323621228,Female,img_983.bmp,258,250,160,70.226847034368
984,62.4091836735,Male,img_984.bmp,72,67,154,148.009620000073
985,38.0193877551,Male,img_985.bmp,59,61,154,90.1667799999952
986,37.3020408163,Male,img_986.bmp,138,120,156,90.7782465305477
987,26.5418367347,Male,img_987.bmp,126,139,156,64.5922138775659
988,44.2806752331,Female,img_988.bmp,356,324,162,116.210204081748
989,35.4245401864,Female,img_989.bmp,360,324,162,92.9681632651882
990,32.4461538462,Female,img_990.bmp,135,120,156,78.9609600001123
991,24.459408284,Female,img_991.bmp,106,105,155,58.76372840231
992,40.1714285714,Male,img_992.bmp,82,78,154,95.2705599999322
993,34.4326530612,Male,img_993.bmp,94,90,155,82.724448979533
994,34.698117539,Female,img_994.bmp,78,80,154,82.2900555554924
995,26.6287878788,Female,img_995.bmp,62,65,154,63.1528333333621
996,32.074985122,Male,img_996.bmp,82,83,154,76.0690347153352
997,26.4967268399,Male,img_997.bmp,131,134,156,64.4824344375807
998,40.8481445312,Female,img_998.bmp,253,219,159,103.268194189327
999,33.9829101562,Female,img_999.bmp,227,246,160,86.996249999872
1000,42.2408267906,Male,img_1000.bmp,143,134,156,102.797276077604
1001,36.045505528,Male,img_1001.bmp,106,99,155,86.59932703102
1002,31.1667387543,Male,img_1002.bmp,162,154,157,76.8228943554741
1003,23.5650951557,Male,img_1003.bmp,144,143,156,57.3480155709115
1004,43.22298953,Female,img_1004.bmp,321,317,162,113.434413722532
1005,29.1285364224,Female,img_1005.bmp,332,348,163,77.3916084206746
1006,29.285855981,Male,img_1006.bmp,230,231,159,74.0375725055661
1007,22.3130331283,Male,img_1007.bmp,169,173,157,54.9993953579467
1008,46.6275510204,Female,img_1008.bmp,134,127,156,113.472808163245
1009,37.3020408163,Female,img_1009.bmp,129,142,156,90.7782465305477
1010,56.277970679,Male,img_1010.bmp,464,436,166,155.079576003052
1011,29.5628858025,Male,img_1011.bmp,561,528,169,84.4345581405203
1012,40.7631825859,Male,img_1012.bmp,55,52,153,95.4225341153333
1013,26.252017264,Male,img_1013.bmp,56,56,153,61.4533472132976
1014,38.7327823691,Female,img_1014.bmp,73,74,154,91.8586666665576
1015,29.0495867769,Female,img_1015.bmp,103,92,155,69.7916322315023
1016,39.7450902599,Male,img_1016.bmp,446,454,167,110.845082225835
1017,29.9831382662,Male,img_1017.bmp,481,522,169,85.6348412020938
1018,26.6388067724,Female,img_1018.bmp,217,251,160,68.195345337344
1019,22.4823972051,Female,img_1019.bmp,245,252,160,57.554936845056
1020,35.2584876543,Male,img_1020.bmp,431,373,164,94.8312283950053
1021,24.4097222222,Male,img_1021.bmp,437,435,166,67.2634305554943
1022,31.2444444444,Male,img_1022.bmp,207,205,158,77.9986311110002
1023,26.2453333333,Male,img_1023.bmp,181,188,158,65.5188501332501
1024,40.8243243243,Male,img_1024.bmp,200,200,158,101.913843243183
1025,36.2027027027,Male,img_1025.bmp,207,208,158,90.3764270270203
1026,34.1668319778,Female,img_1026.bmp,263,252,160,87.467089863168
1027,29.8436818092,Female,img_1027.bmp,208,217,159,75.4478119818385
1028,41.8369371157,Male,img_1028.bmp,104,95,155,100.513241420469
1029,27.8912914104,Male,img_1029.bmp,82,77,154,66.1469867089046
1030,28.2067901235,Male,img_1030.bmp,302,291,161,73.1148206791243
1031,27.1219135802,Male,img_1031.bmp,275,262,160,69.432098765312
1032,40.2887110727,Female,img_1032.bmp,141,138,156,98.0466072665227
1033,25.0854238754,Female,img_1033.bmp,156,170,157,61.8330613104735
1034,28.0550304558,Male,img_1034.bmp,79,87,154,66.5353102289753
1035,25.8401596303,Male,img_1035.bmp,89,101,155,62.0809835117958
1036,40.2341311134,Female,img_1036.bmp,742,821,179,128.914179500445
1037,34.7476586889,Female,img_1037.bmp,700,743,176,107.634347554737
1038,45.1537629758,Male,img_1038.bmp,214,213,159,114.15322817912
1039,25.3894896194,Male,img_1039.bmp,208,219,159,64.1871687068051
1040,29.3723599633,Male,img_1040.bmp,155,146,156,71.4805752066869
1041,27.4357208448,Male,img_1041.bmp,151,138,156,66.7675702479053
1042,40.8951022706,Male,img_1042.bmp,112,98,155,98.2504832051165
1043,31.0011259148,Male,img_1043.bmp,121,129,156,75.4443400262573
1044,29.0495867769,Female,img_1044.bmp,395,340,163,77.1818471075456
1045,24.5307621671,Female,img_1045.bmp,353,327,162,64.3785322313372
1046,38.3505256893,Male,img_1046.bmp,273,262,160,98.177345764608
1047,26.6027832031,Female,img_1047.bmp,196,212,159,67.2544962157571
1048,52.1082754738,Male,img_1048.bmp,154,139,156,126.81069919304
1049,41.6866203791,Male,img_1049.bmp,125,106,155,100.152105460788
1050,32.6324301617,Male,img_1050.bmp,43,39,153,76.3892557655235
1051,25.1018693552,Male,img_1051.bmp,29,26,152,57.9953589582541
1052,29.267755102,Female,img_1052.bmp,182,167,157,72.1420895509198
1053,22.9551020408,Female,img_1053.bmp,81,85,154,54.4403199999613
1054,36.8021831143,Female,img_1054.bmp,300,288,161,95.394938850577
1055,26.6228558699,Female,img_1055.bmp,217,232,159,67.3052419246942
1056,33.0511803214,Male,img_1056.bmp,273,290,161,85.6719645111009
1057,31.5171592938,Male,img_1057.bmp,225,225,159,79.6785304106558
1058,35.5405555556,Female,img_1058.bmp,242,244,160,90.983822222336
1059,32.8066666667,Female,img_1059.bmp,260,250,160,83.985066666752
1060,30.7024489796,Male,img_1060.bmp,281,292,161,79.5838180000212
1061,24.9636734694,Male,img_1061.bmp,196,210,159,63.1106628979901
1062,47.2416,Male,img_1062.bmp,285,260,160,120.938496
1063,39.2430222222,Male,img_1063.bmp,286,278,161,101.721837902165
1064,29.9831382662,Male,img_1064.bmp,88,82,154,71.1080107121199
1065,24.2654235271,Male,img_1065.bmp,74,77,154,57.5478784368704
1066,41.19140625,Female,img_1066.bmp,277,294,161,106.772244140625
1067,38.6169433594,Female,img_1067.bmp,302,304,162,101.346306152409
1068,63.9090909091,Female,img_1068.bmp,410,373,164,171.889890909115
1069,44.7040863177,Female,img_1069.bmp,382,382,164,120.236110560086
1070,32.0945945946,Male,img_1070.bmp,495,496,168,90.583783783799
1071,23.1081081081,Male,img_1071.bmp,415,443,166,63.6767027026804
1072,30.6804205515,Male,img_1072.bmp,65,59,153,71.8197964690063
1073,27.8912914104,Male,img_1073.bmp,52,51,153,65.2907240626054
1074,44.1809210526,Male,img_1074.bmp,82,76,154,104.779472368346
1075,29.8190789474,Male,img_1075.bmp,146,149,156,72.5677105263926
1076,36.9756738988,Male,img_1076.bmp,162,149,156,89.9840000001197
1077,24.36357908,Male,img_1077.bmp,132,137,156,59.291206049088
1078,47.1248852158,Female,img_1078.bmp,108,103,155,113.21753673096
1079,31.6317722681,Female,img_1079.bmp,98,101,155,75.9953328741103
1080,37.1189164371,Female,img_1080.bmp,262,239,159,93.8403326446325
1081,30.6634527089,Female,img_1081.bmp,277,289,161,79.4827357667397
1082,33.084251607,Female,img_1082.bmp,354,385,164,88.9834031221872
1083,26.790174472,Female,img_1083.bmp,275,245,160,68.58284664832
1084,38.9473684211,Male,img_1084.bmp,283,278,161,100.955473684333
1085,32.8618421053,Male,img_1085.bmp,308,300,162,86.2426184211493
1086,38.1182222222,Male,img_1086.bmp,419,391,165,103.77685999994
1087,27.4951111111,Male,img_1087.bmp,388,387,164,73.9508508444146
1088,42.9611111111,Female,img_1088.bmp,137,141,156,104.550159999973
1089,31.2444444444,Female,img_1089.bmp,131,136,156,76.0364799998918
1090,42.8738975418,Male,img_1090.bmp,174,165,157,105.679870050783
1091,36.2779133046,Male,img_1091.bmp,167,161,157,89.4214285045085
1092,48.860770773,Female,img_1092.bmp,101,92,155,117.388001782133
1093,30.0681666295,Female,img_1093.bmp,76,83,154,71.3096639785222
1094,32.1884030775,Male,img_1094.bmp,200,217,159,81.3755018202278
1095,28.8904109589,Male,img_1095.bmp,210,250,160,73.959452054784
1096,39.3267746914,Male,img_1096.bmp,103,101,155,94.4825761960885
1097,33.2243441358,Male,img_1097.bmp,88,82,154,78.7948545524633
1098,24.4429327286,Female,img_1098.bmp,554,530,169,69.8114601661545
1099,22.3174603175,Female,img_1099.bmp,525,511,169,63.7408984128118
1100,37.1013513514,Male,img_1100.bmp,135,135,156,90.2898486487671
1101,25.5472972973,Male,img_1101.bmp,166,182,158,63.7762729729797
1102,36.0140739351,Male,img_1102.bmp,153,168,157,88.771090842628
1103,25.0647401013,Male,img_1103.bmp,131,151,157,61.7820778756944
1104,34.4054054054,Male,img_1104.bmp,70,66,154,81.5958594594467
1105,28.3716216216,Male,img_1105.bmp,72,69,154,67.2861378377866
1106,41.5346679688,Female,img_1106.bmp,141,128,156,101.078767968872
1107,35.0126953125,Female,img_1107.bmp,195,176,157,86.3027926757813
1108,40.6177777778,Male,img_1108.bmp,316,264,160,103.981511111168
1109,23.7457777778,Male,img_1109.bmp,258,258,160,60.789191111168
1110,24.1385030864,Male,img_1110.bmp,45,49,153,56.5058218749538
1111,23.7316743827,Male,img_1111.bmp,48,50,153,55.5534765624624
1112,40.7212854592,Male,img_1112.bmp,131,130,156,99.0993202935091
1113,28.1702043245,Male,img_1113.bmp,126,127,156,68.5550092441032
1114,37.2719982179,Female,img_1114.bmp,209,180,158,93.0458163511656
1115,32.573847182,Female,img_1115.bmp,209,209,158,81.3173521051448
1116,47.5494276795,Female,img_1116.bmp,249,239,159,120.209708116544
1117,41.1485431842,Female,img_1117.bmp,264,252,160,105.340270551552
1118,44.2090835797,Female,img_1118.bmp,178,189,158,110.363556248363
1119,40.8083848428,Female,img_1119.bmp,196,211,159,103.167677721083
1120,31.6317722681,Female,img_1120.bmp,569,541,170,91.415821854809
1121,27.1129476584,Female,img_1121.bmp,841,800,178,85.9046633608746
1122,56.5269387755,Male,img_1122.bmp,412,412,165,153.894590816299
1123,37.0151020408,Male,img_1123.bmp,394,403,165,100.773615306078
1124,27.3167401806,Male,img_1124.bmp,131,137,156,66.4780189035082
1125,37.1050887574,Female,img_1125.bmp,424,409,165,101.018604142022
1126,24.4097222222,Male,img_1126.bmp,485,461,167,68.0762743054936
1127,21.0194830247,Male,img_1127.bmp,549,609,172,62.1840385802725
1128,40.8243243243,Male,img_1128.bmp,203,203,158,101.913843243183
1129,33.1216216216,Male,img_1129.bmp,181,192,158,82.6848162161622
1130,24.2079889807,Female,img_1130.bmp,62,63,154,57.4116666666281
1131,20.9802571166,Female,img_1131.bmp,74,79,154,49.7567777777286
1132,41.5346679688,Female,img_1132.bmp,141,129,156,101.078767968872
1133,34.6694335938,Female,img_1133.bmp,264,253,160,88.753750000128
1134,42.2408267906,Male,img_1134.bmp,570,534,169,120.644025396633
1135,33.7926614325,Male,img_1135.bmp,496,474,167,94.2443534690992
1136,31.0011259148,Male,img_1136.bmp,110,102,155,74.480205010307
1137,24.1413023081,Male,img_1137.bmp,91,90,155,57.9994787952102
1138,34.7476586889,Female,img_1138.bmp,244,221,159,87.8455559314081
1139,30.1755983351,Female,img_1139.bmp,423,445,166,83.1518787722016
1140,46.0206308272,Male,img_1140.bmp,87,81,154,109.142528069788
1141,27.0545526681,Male,img_1141.bmp,96,93,155,64.9985627851103
1142,31.7960722079,Male,img_1142.bmp,52,48,153,74.4314254314731
1143,28.3096607816,Male,img_1143.bmp,56,53,153,66.2700849236474
1144,38.0082179931,Female,img_1144.bmp,256,278,161,98.5211018599145
1145,29.7984429066,Female,img_1145.bmp,253,272,161,77.2405438581979
1146,31.7067346939,Male,img_1146.bmp,132,131,156,77.161509551075
1147,29.6981632653,Male,img_1147.bmp,142,146,156,72.2734501224341
1148,40.9320710059,Female,img_1148.bmp,460,432,166,112.792414863858
1149,30.0354003906,Female,img_1149.bmp,60,55,153,70.3098687743555
1150,28.7716962525,Male,img_1150.bmp,72,70,154,68.234954832429
1151,23.6875410914,Male,img_1151.bmp,123,128,156,57.6460000000311
1152,29.0382785467,Male,img_1152.bmp,73,64,154,68.8671814013537
1153,25.8455882353,Male,img_1153.bmp,76,67,154,61.2953970588375
1154,41.3191836735,Male,img_1154.bmp,222,199,158,103.149210122525
1155,34.576122449,Male,img_1155.bmp,174,174,157,85.2266842245401
1156,40.4423725451,Male,img_1156.bmp,364,348,163,107.451339615076
1157,27.8912914104,Male,img_1157.bmp,302,296,161,72.2970164648979
1158,44.1930943892,Male,img_1158.bmp,109,100,155,106.173909270053
1159,39.5759054232,Male,img_1159.bmp,115,107,155,95.081112779238
1160,56.24,Male,img_1160.bmp,108,96,155,135.1166
1161,32.4942222222,Male,img_1161.bmp,124,114,155,78.0673688888355
1162,37.7644628099,Female,img_1162.bmp,151,155,157,93.0856243801225
1163,32.1159320478,Female,img_1163.bmp,154,154,157,79.1625609046222
1164,28.404040404,Female,img_1164.bmp,766,771,177,88.9870181816916
1165,23.8852157943,Female,img_1165.bmp,547,528,169,68.2185648301002
1166,26.7577854671,Male,img_1166.bmp,150,143,156,65.1177467127346
1167,25.9976211073,Male,img_1167.bmp,170,160,157,64.0815362673838
1168,28.2863905325,Female,img_1168.bmp,123,119,155,67.9580532543312
1169,19.9668639053,Female,img_1169.bmp,150,153,157,49.216322840174
1170,33.4695496925,Male,img_1170.bmp,85,80,154,79.376384050733
1171,26.4967268399,Male,img_1171.bmp,85,77,154,62.8396373735068
1172,52.7554065744,Female,img_1172.bmp,617,605,172,156.071594809705
1173,44.3935986159,Female,img_1173.bmp,727,728,176,137.513611072612
1174,40.6177777778,Male,img_1174.bmp,128,120,156,98.8474240000541
1175,30.1196444444,Male,img_1175.bmp,151,151,157,74.2419115910016
1176,47.8231292517,Female,img_1176.bmp,93,83,154,113.417333333332
1177,34.5389266818,Female,img_1177.bmp,47,50,153,80.8521734694256
1178,39.1512586322,Female,img_1178.bmp,76,69,154,92.8511249721255
1179,32.2606371129,Female,img_1179.bmp,110,113,155,77.5061806637422
1180,47.4671052632,Male,img_1180.bmp,117,121,156,115.515947368524
1181,41.3815789474,Male,img_1181.bmp,92,90,155,99.4192434211285
1182,44.9456449098,Female,img_1182.bmp,480,438,166,123.852219113445
1183,36.8021831143,Female,img_1183.bmp,408,425,166,101.412095789765
1184,32.8480015012,Female,img_1184.bmp,75,70,154,77.9023203602459
1185,24.6689810471,Female,img_1185.bmp,89,92,155,59.2672269656577
1186,32.2806122449,Male,img_1186.bmp,69,63,154,76.5567000000048
1187,21.5204081633,Male,img_1187.bmp,82,79,154,51.0378000000823
1188,23.7747138398,Female,img_1188.bmp,132,137,156,57.8581436005373
1189,30.2284332169,Female,img_1189.bmp,108,99,155,72.6238108036023
1190,28.3391561408,Female,img_1190.bmp,131,128,156,68.9661703842509
1191,21.1599032518,Female,img_1191.bmp,136,138,156,51.4947405535805
1192,40.024003174,Male,img_1192.bmp,228,220,159,101.184682424189
1193,29.8436818092,Male,img_1193.bmp,188,192,158,74.5017672684869
1194,38.616349481,Female,img_1194.bmp,114,110,155,92.7757796281025
1195,30.7106401384,Female,img_1195.bmp,48,50,153,71.8905374999806
1196,28.4780092593,Male,img_1196.bmp,185,190,158,71.0925023149165
1197,26.4438657407,Male,img_1197.bmp,182,184,158,66.0144664350835
1198,25.1071428571,Male,img_1198.bmp,100,102,155,60.3199107141827
1199,22.237755102,Male,img_1199.bmp,99,104,155,53.426206632555
1200,45.1389160156,Female,img_1200.bmp,267,231,159,114.115693579038
1201,41.7062988281,Female,img_1201.bmp,262,262,160,106.768124999936
1202,31.3777028367,Male,img_1202.bmp,234,232,159,79.3259705414613
1203,24.4048799841,Male,img_1203.bmp,240,263,160,62.476492759296
1204,42.3752777778,Female,img_1204.bmp,107,107,155,101.806604861165
1205,22.8475,Female,img_1205.bmp,72,78,154,54.185131
1206,32.9932432432,Male,img_1206.bmp,91,89,154,78.2467756755731
1207,26.5743243243,Male,img_1207.bmp,83,75,154,63.0236675675099
1208,33.891184573,Female,img_1208.bmp,225,209,158,84.6059531680372
1209,21.7871900826,Female,img_1209.bmp,222,208,158,54.3895413222026
1210,40.3466483012,Female,img_1210.bmp,324,294,161,104.582547061541
1211,23.8852157943,Female,img_1211.bmp,272,261,160,61.146152433408
1212,40.1001183432,Female,img_1212.bmp,166,151,157,98.8427817041537
1213,35.6075739645,Female,img_1213.bmp,247,225,159,90.0195077396525
1214,40.6194571352,Female,img_1214.bmp,104,94,155,97.588245767318
1215,28.7058333333,Female,img_1215.bmp,748,789,178,90.9515623332277
1216,29.1903114187,Female,img_1216.bmp,220,201,158,72.8706934256427
1217,22.9569636678,Female,img_1217.bmp,228,264,160,58.769826989568
1218,30.4065743945,Female,img_1218.bmp,198,176,157,74.9491652250031
1219,25.8455882353,Female,img_1219.bmp,245,228,159,65.3402316176619
1220,49.3305858766,Female,img_1220.bmp,127,113,155,118.516732568531
1221,37.2719982179,Female,img_1221.bmp,114,114,155,89.5459757185047
1222,27.7518349534,Male,img_1222.bmp,149,159,157,68.4054979766357
1223,23.5681412418,Male,img_1223.bmp,224,238,159,59.5826178733946
1224,30.5121527778,Male,img_1224.bmp,92,90,155,73.3054470486645
1225,24.8165509259,Male,img_1225.bmp,86,76,154,58.8549321758644
1226,35.8201840894,Male,img_1226.bmp,89,91,155,86.0579922747835
1227,25.4207758054,Male,img_1227.bmp,83,77,154,60.2879119000866
1228,28.3190917969,Female,img_1228.bmp,95,90,155,68.0366180420523
1229,25.5729980469,Female,img_1229.bmp,128,118,155,61.4391278076772
1230,44.5888534434,Male,img_1230.bmp,203,183,158,111.311613736104
1231,34.8267967724,Male,img_1231.bmp,136,129,156,84.7544926253127
1232,32.2806122449,Male,img_1232.bmp,92,93,155,77.5541709183722
1233,24.8202040816,Male,img_1233.bmp,78,88,154,58.8635959999226
1234,33.9023919753,Male,img_1234.bmp,80,79,154,80.4029128086215
1235,23.7316743827,Male,img_1235.bmp,67,74,154,56.2820389660113
1236,24.36357908,Male,img_1236.bmp,203,186,158,60.821238815312
1237,21.4104179794,Male,img_1237.bmp,186,189,158,53.4489674437742
1238,28.2067901235,Male,img_1238.bmp,357,326,162,74.0259000001134
1239,26.4438657407,Male,img_1239.bmp,397,391,165,71.9934244790558
1240,41.8369371157,Male,img_1240.bmp,89,83,154,99.2204800635941
1241,25.1021622694,Male,img_1241.bmp,84,88,154,59.532288038109
1242,38.9163069994,Male,img_1242.bmp,65,70,154,92.293913679777
1243,31.6607243385,Male,img_1243.bmp,59,63,154,75.0865738411866
1244,32.9448223734,Female,img_1244.bmp,334,323,162,86.460391836751
1245,30.8193499622,Female,img_1245.bmp,317,309,162,80.8823020407977
1246,28.1889062152,Female,img_1246.bmp,164,179,157,69.4828349298465
1247,24.273780352,Female,img_1247.bmp,151,166,157,59.8324411896448
1248,42.4781384875,Male,img_1248.bmp,100,92,155,102.053727716219
1249,34.9587164571,Male,img_1249.bmp,53,54,153,81.8348593544254
1250,36.1542857143,Female,img_1250.bmp,308,316,162,94.8833074286089
1251,31.1328571429,Female,img_1251.bmp,349,352,163,82.716888142971
1252,33.4680175781,Female,img_1252.bmp,151,152,157,82.4953165282587
1253,24.8864746094,Female,img_1253.bmp,155,164,157,61.3426712647101
1254,32.0945945946,Male,img_1254.bmp,173,161,157,79.1099662162295
1255,21.8243243243,Male,img_1255.bmp,128,131,156,53.1116756756165
1256,34.4531075963,Female,img_1256.bmp,76,71,154,81.7089899753851
1257,26.6228558699,Female,img_1257.bmp,83,78,154,63.1387649810548
1258,61.9587402344,Female,img_1258.bmp,261,269,160,158.614375000064
1259,46.5119628906,Female,img_1259.bmp,297,337,163,123.577634204035
1260,35.7358333333,Female,img_1260.bmp,858,774,177,111.956792249896
1261,24.9955555556,Male,img_1261.bmp,120,123,156,60.8291840001082
1262,39.1671428571,Male,img_1262.bmp,72,64,154,92.8887959998984
1263,31.9936734694,Male,img_1263.bmp,48,50,153,74.8939902245185
1264,26.3983673469,Male,img_1264.bmp,99,103,155,63.4220775509272
1265,24.5332653061,Male,img_1265.bmp,96,104,155,58.9411698979052
1266,38.9204152249,Male,img_1266.bmp,219,210,159,98.3947017300697
1267,26.6057525952,Male,img_1267.bmp,145,134,156,64.7477595156787
1268,35.896264445,Female,img_1268.bmp,242,253,160,91.8944369792
1269,24.5606019887,Female,img_1269.bmp,228,216,159,62.0916578876325
1270,52.4130177515,Female,img_1270.bmp,467,481,168,147.930501301834
1271,39.9337278107,Female,img_1271.bmp,375,387,164,107.405754319659
1272,39.9342838049,Female,img_1272.bmp,132,125,156,97.1840730676047
1273,32.1040320784,Female,img_1273.bmp,128,135,156,78.1283724659943
1274,29.9831382662,Male,img_1274.bmp,171,172,157,73.9054375123564
1275,26.0783574688,Male,img_1275.bmp,168,167,157,64.2805433248451
1276,29.950295858,Female,img_1276.bmp,105,107,155,71.955585798845
1277,20.798816568,Female,img_1277.bmp,96,99,155,49.96915680462
1278,39.6805795848,Male,img_1278.bmp,109,113,155,95.332592452482
1279,30.2545415225,Male,img_1279.bmp,99,106,155,72.6865360078062
1280,48.8194444444,Male,img_1280.bmp,172,157,157,120.335048611002
1281,38.0791666667,Male,img_1281.bmp,330,306,162,99.9349650000875
1282,39.5397153352,Female,img_1282.bmp,133,138,156,96.2238512397427
1283,28.7268135904,Female,img_1283.bmp,134,144,156,69.9095735535974
1284,36.3101536911,Female,img_1284.bmp,436,425,166,100.056259511195
1285,41.8675555556,Male,img_1285.bmp,148,148,156,101.888883200108
1286,31.7067346939,Male,img_1286.bmp,48,54,153,74.2222952449505
